router_id,hour,latency_ms,packet_loss_pct,disconnects,connected_devices,signal_dbm,is_bad
R-1003,23,130,6.5,2,95,-67,false
R-1004,0,120,4.4,2,80,-70,false
R-1004,1,125,5.1,2,83,-69,false
R-1004,2,130,5.8,2,86,-68,false
R-1004,3,135,6.5,2,89,-67,false
R-1004,4,140,7.2,2,92,-70,false
R-1004,5,145,4.4,2,95,-69,false
R-1004,6,150,5.1,2,98,-68,false
R-1004,7,120,5.8,2,101,-67,false
R-1004,8,125,6.5,2,104,-70,false
R-1004,9,130,7.2,2,80,-69,false
R-1004,10,135,4.4,2,83,-68,false
R-1004,11,140,5.1,2,86,-67,false
R-1004,12,145,5.8,2,89,-70,false
R-1004,13,150,6.5,2,92,-69,false
R-1004,14,120,7.2,2,95,-68,false
R-1004,15,125,4.4,2,98,-67,false
R-1004,16,230,11.9,6,141,-82,true
R-1004,17,235,12.6,6,144,-81,true
R-1004,18,240,13.3,6,120,-80,true
R-1004,19,245,14.0,6,123,-79,true
R-1004,20,150,4.4,2,86,-70,false
R-1004,21,120,5.1,2,89,-69,false
R-1004,22,125,5.8,2,92,-68,false
R-1004,23,130,6.5,2,95,-67,false
R-1005,0,120,4.4,2,80,-70,false
R-1005,1,125,5.1,2,83,-69,false
R-1005,2,130,5.8,2,86,-68,false
R-1005,3,135,6.5,2,89,-67,false
R-1005,4,140,7.2,2,92,-70,false
R-1005,5,145,4.4,2,95,-69,false
R-1005,6,150,5.1,2,98,-68,false
R-1005,7,120,5.8,2,101,-67,false
R-1005,8,125,6.5,2,104,-70,false
R-1005,9,130,7.2,2,80,-69,false
R-1005,10,135,4.4,2,83,-68,false
R-1005,11,140,5.1,2,86,-67,false
R-1005,12,145,5.8,2,89,-70,false
R-1005,13,150,6.5,2,92,-69,false
R-1005,14,120,7.2,2,95,-68,false
R-1005,15,125,4.4,2,98,-67,false
R-1005,16,230,11.9,6,141,-82,true
R-1005,17,235,12.6,6,144,-81,true
R-1005,18,240,13.3,6,120,-80,true
R-1005,19,245,14.0,6,123,-79,true
R-1005,20,150,4.4,2,86,-70,false
R-1005,21,120,5.1,2,89,-69,false
R-1005,22,125,5.8,2,92,-68,false
R-1005,23,130,6.5,2,95,-67,false
R-1006,0,70,1.2,1,50,-60,false
R-1006,1,75,1.9,1,53,-59,false
R-1006,2,80,2.6,1,56,-58,false
R-1006,3,85,3.3,1,59,-57,false
R-1006,4,90,4.0,1,62,-60,false
R-1006,5,95,1.2,1,65,-59,false
R-1006,6,100,1.9,1,68,-58,false
R-1006,7,70,2.6,1,71,-57,false
R-1006,8,75,3.3,1,74,-60,false
R-1006,9,80,4.0,1,50,-59,false
R-1006,10,85,1.2,1,53,-58,false
R-1006,11,90,1.9,1,56,-57,false
R-1006,12,95,2.6,1,59,-60,false
R-1006,13,100,3.3,1,62,-59,false
R-1006,14,70,4.0,1,65,-58,false
R-1006,15,75,1.2,1,68,-57,false
R-1006,16,80,1.9,1,71,-60,false
R-1006,17,85,2.6,1,74,-59,false
R-1006,18,90,3.3,1,50,-58,false
R-1006,19,95,4.0,1,53,-57,false
R-1006,20,250,11.2,6,126,-82,true
R-1006,21,70,1.9,1,59,-59,false
R-1006,22,75,2.6,1,62,-58,false
R-1006,23,80,3.3,1,65,-57,false
R-1007,0,70,1.2,1,50,-60,false
R-1007,1,75,1.9,1,53,-59,false
R-1007,2,80,2.6,1,56,-58,false
R-1007,3,85,3.3,1,59,-57,false
R-1007,4,90,4.0,1,62,-60,false
R-1007,5,95,1.2,1,65,-59,false
R-1007,6,100,1.9,1,68,-58,false
R-1007,7,70,2.6,1,71,-57,false
R-1007,8,75,3.3,1,74,-60,false
R-1007,9,80,4.0,1,50,-59,false
R-1007,10,85,1.2,1,53,-58,false
R-1007,11,90,1.9,1,56,-57,false
R-1007,12,95,2.6,1,59,-60,false
R-1007,13,100,3.3,1,62,-59,false
R-1007,14,70,4.0,1,65,-58,false
R-1007,15,75,1.2,1,68,-57,false
R-1007,16,80,1.9,1,71,-60,false
R-1007,17,85,2.6,1,74,-59,false
R-1007,18,90,3.3,1,50,-58,false
R-1007,19,95,4.0,1,53,-57,false
R-1007,20,250,11.2,6,126,-82,true
R-1007,21,70,1.9,1,59,-59,false
R-1007,22,75,2.6,1,62,-58,false
R-1007,23,80,3.3,1,65,-57,false
R-1008,0,70,1.2,1,50,-60,false
R-1008,1,75,1.9,1,53,-59,false
R-1008,2,80,2.6,1,56,-58,false
R-1008,3,85,3.3,1,59,-57,false
R-1008,4,90,4.0,1,62,-60,false
R-1008,5,95,1.2,1,65,-59,false
R-1008,6,100,1.9,1,68,-58,false
R-1008,7,70,2.6,1,71,-57,false
R-1008,8,75,3.3,1,74,-60,false
R-1008,9,80,4.0,1,50,-59,false
R-1008,10,85,1.2,1,53,-58,false
R-1008,11,90,1.9,1,56,-57,false
R-1008,12,95,2.6,1,59,-60,false
R-1008,13,100,3.3,1,62,-59,false
R-1008,14,70,4.0,1,65,-58,false
R-1008,15,75,1.2,1,68,-57,false
R-1008,16,80,1.9,1,71,-60,false
R-1008,17,85,2.6,1,74,-59,false
R-1008,18,90,3.3,1,50,-58,false
R-1008,19,95,4.0,1,53,-57,false
R-1008,20,100,1.2,1,56,-60,false
R-1008,21,70,1.9,1,59,-59,false
R-1008,22,75,2.6,1,62,-58,false
R-1008,23,80,3.3,1,65,-57,false
R-1009,0,70,1.2,1,50,-60,false
R-1009,1,75,1.9,1,53,-59,false
R-1009,2,80,2.6,1,56,-58,false
R-1009,3,85,3.3,1,59,-57,false
R-1009,4,90,4.0,1,62,-60,false
R-1009,5,95,1.2,1,65,-59,false
R-1009,6,100,1.9,1,68,-58,false
R-1009,7,70,2.6,1,71,-57,false
R-1009,8,75,3.3,1,74,-60,false
R-1009,9,80,4.0,1,50,-59,false
R-1009,10,85,1.2,1,53,-58,false
R-1009,11,90,1.9,1,56,-57,false
R-1009,12,95,2.6,1,59,-60,false
R-1009,13,100,3.3,1,62,-59,false
R-1009,14,70,4.0,1,65,-58,false
R-1009,15,75,1.2,1,68,-57,false
R-1009,16,80,1.9,1,71,-60,false
R-1009,17,85,2.6,1,74,-59,false
R-1009,18,90,3.3,1,50,-58,false
R-1009,19,95,4.0,1,53,-57,false
R-1009,20,100,1.2,1,56,-60,false
R-1009,21,70,1.9,1,59,-59,false
R-1009,22,75,2.6,1,62,-58,false
R-1009,23,80,3.3,1,65,-57,false
R-1010,0,120,4.4,2,80,-70,false
R-1010,1,125,5.1,2,83,-69,false
R-1010,2,130,5.8,2,86,-68,false
R-1010,3,135,6.5,2,89,-67,false
R-1010,4,140,7.2,2,92,-70,false
R-1010,5,145,4.4,2,95,-69,false
R-1010,6,150,5.1,2,98,-68,false
R-1010,7,120,5.8,2,101,-67,false
R-1010,8,125,6.5,2,104,-70,false
R-1010,9,230,14.0,6,120,-81,true
R-1010,10,235,11.2,6,123,-80,true
R-1010,11,240,11.9,6,126,-79,true
R-1010,12,245,12.6,6,129,-82,true
R-1010,13,250,13.3,6,132,-81,true
R-1010,14,220,14.0,6,135,-80,true
R-1010,15,225,11.2,6,138,-79,true
R-1010,16,230,11.9,6,141,-82,true
R-1010,17,235,12.6,6,144,-81,true
R-1010,18,140,6.5,2,80,-68,false
R-1010,19,145,7.2,2,83,-67,false
R-1010,20,150,4.4,2,86,-70,false
R-1010,21,120,5.1,2,89,-69,false
R-1010,22,125,5.8,2,92,-68,false
R-1010,23,130,6.5,2,95,-67,false
R-1011,0,120,4.4,2,80,-70,false
R-1011,1,125,5.1,2,83,-69,false
R-1011,2,130,5.8,2,86,-68,false
R-1011,3,135,6.5,2,89,-67,false
R-1011,4,140,7.2,2,92,-70,false
R-1011,5,145,4.4,2,95,-69,false
R-1011,6,150,5.1,2,98,-68,false
R-1011,7,120,5.8,2,101,-67,false
R-1011,8,125,6.5,2,104,-70,false
R-1011,9,130,7.2,2,80,-69,false
R-1011,10,135,4.4,2,83,-68,false
R-1011,11,140,5.1,2,86,-67,false
R-1011,12,145,5.8,2,89,-70,false
R-1011,13,150,6.5,2,92,-69,false
R-1011,14,120,7.2,2,95,-68,false
R-1011,15,125,4.4,2,98,-67,false
R-1011,16,230,11.9,6,141,-82,true
R-1011,17,235,12.6,6,144,-81,true
R-1011,18,240,13.3,6,120,-80,true
R-1011,19,245,14.0,6,123,-79,true
R-1011,20,150,4.4,2,86,-70,false
R-1011,21,120,5.1,2,89,-69,false
R-1011,22,125,5.8,2,92,-68,false
R-1011,23,130,6.5,2,95,-67,false
R-1012,0,120,4.4,2,80,-70,false
R-1012,1,125,5.1,2,83,-69,false
R-1012,2,130,5.8,2,86,-68,false
R-1012,3,135,6.5,2,89,-67,false
R-1012,4,140,7.2,2,92,-70,false
R-1012,5,145,4.4,2,95,-69,false
R-1012,6,150,5.1,2,98,-68,false
R-1012,7,120,5.8,2,101,-67,false
R-1012,8,125,6.5,2,104,-70,false
R-1012,9,130,7.2,2,80,-69,false
R-1012,10,135,4.4,2,83,-68,false
R-1012,11,140,5.1,2,86,-67,false
R-1012,12,145,5.8,2,89,-70,false
R-1012,13,150,6.5,2,92,-69,false
R-1012,14,120,7.2,2,95,-68,false
R-1012,15,125,4.4,2,98,-67,false
R-1012,16,230,11.9,6,141,-82,true
R-1012,17,235,12.6,6,144,-81,true
R-1012,18,240,13.3,6,120,-80,true
R-1012,19,245,14.0,6,123,-79,true
R-1012,20,150,4.4,2,86,-70,false
R-1012,21,120,5.1,2,89,-69,false
R-1012,22,125,5.8,2,92,-68,false
R-1012,23,130,6.5,2,95,-67,false
R-1013,0,120,4.4,2,80,-70,false
R-1013,1,125,5.1,2,83,-69,false
R-1013,2,130,5.8,2,86,-68,false
R-1013,3,135,6.5,2,89,-67,false
R-1013,4,140,7.2,2,92,-70,false
R-1013,5,145,4.4,2,95,-69,false
R-1013,6,150,5.1,2,98,-68,false
R-1013,7,120,5.8,2,101,-67,false
R-1013,8,125,6.5,2,104,-70,false
R-1013,9,130,7.2,2,80,-69,false
R-1013,10,135,4.4,2,83,-68,false
R-1013,11,140,5.1,2,86,-67,false
R-1013,12,145,5.8,2,89,-70,false
R-1013,13,150,6.5,2,92,-69,false
R-1013,14,120,7.2,2,95,-68,false
R-1013,15,125,4.4,2,98,-67,false
R-1013,16,230,11.9,6,141,-82,true
R-1013,17,235,12.6,6,144,-81,true
R-1013,18,240,13.3,6,120,-80,true
R-1013,19,245,14.0,6,123,-79,true
R-1013,20,150,4.4,2,86,-70,false
R-1013,21,120,5.1,2,89,-69,false
R-1013,22,125,5.8,2,92,-68,false
R-1013,23,130,6.5,2,95,-67,false
R-1014,0,120,4.4,2,80,-70,false
R-1014,1,125,5.1,2,83,-69,false
R-1014,2,130,5.8,2,86,-68,false
R-1014,3,135,6.5,2,89,-67,false
R-1014,4,140,7.2,2,92,-70,false
R-1014,5,145,4.4,2,95,-69,false
R-1014,6,150,5.1,2,98,-68,false
R-1014,7,120,5.8,2,101,-67,false
R-1014,8,125,6.5,2,104,-70,false
R-1014,9,130,7.2,2,80,-69,false
R-1014,10,135,4.4,2,83,-68,false
R-1014,11,140,5.1,2,86,-67,false
R-1014,12,145,5.8,2,89,-70,false
R-1014,13,150,6.5,2,92,-69,false
R-1014,14,120,7.2,2,95,-68,false
R-1014,15,125,4.4,2,98,-67,false
R-1014,16,230,11.9,6,141,-82,true
R-1014,17,235,12.6,6,144,-81,true
R-1014,18,240,13.3,6,120,-80,true
R-1014,19,245,14.0,6,123,-79,true
R-1014,20,150,4.4,2,86,-70,false
R-1014,21,120,5.1,2,89,-69,false
R-1014,22,125,5.8,2,92,-68,false
R-1014,23,130,6.5,2,95,-67,false
R-1015,0,70,1.2,1,50,-60,false
R-1015,1,75,1.9,1,53,-59,false
R-1015,2,80,2.6,1,56,-58,false
R-1015,3,85,3.3,1,59,-57,false
R-1015,4,90,4.0,1,62,-60,false
R-1015,5,95,1.2,1,65,-59,false
R-1015,6,100,1.9,1,68,-58,false
R-1015,7,70,2.6,1,71,-57,false
R-1015,8,75,3.3,1,74,-60,false
R-1015,9,80,4.0,1,50,-59,false
R-1015,10,85,1.2,1,53,-58,false
R-1015,11,90,1.9,1,56,-57,false
R-1015,12,95,2.6,1,59,-60,false
R-1015,13,100,3.3,1,62,-59,false
R-1015,14,70,4.0,1,65,-58,false
R-1015,15,75,1.2,1,68,-57,false
R-1015,16,80,1.9,1,71,-60,false
R-1015,17,85,2.6,1,74,-59,false
R-1015,18,90,3.3,1,50,-58,false
R-1015,19,95,4.0,1,53,-57,false
R-1015,20,250,11.2,6,126,-82,true
R-1015,21,70,1.9,1,59,-59,false
R-1015,22,75,2.6,1,62,-58,false
R-1015,23,80,3.3,1,65,-57,false
R-1016,0,70,1.2,1,50,-60,false
R-1016,1,75,1.9,1,53,-59,false
R-1016,2,80,2.6,1,56,-58,false
R-1016,3,85,3.3,1,59,-57,false
R-1016,4,90,4.0,1,62,-60,false
R-1016,5,95,1.2,1,65,-59,false
R-1016,6,100,1.9,1,68,-58,false
R-1016,7,70,2.6,1,71,-57,false
R-1016,8,75,3.3,1,74,-60,false
R-1016,9,80,4.0,1,50,-59,false
R-1016,10,85,1.2,1,53,-58,false
R-1016,11,90,1.9,1,56,-57,false
R-1016,12,95,2.6,1,59,-60,false
R-1016,13,100,3.3,1,62,-59,false
R-1016,14,70,4.0,1,65,-58,false
R-1016,15,75,1.2,1,68,-57,false
R-1016,16,80,1.9,1,71,-60,false
R-1016,17,85,2.6,1,74,-59,false
R-1016,18,90,3.3,1,50,-58,false
R-1016,19,95,4.0,1,53,-57,false
R-1016,20,100,1.2,1,56,-60,false
R-1016,21,70,1.9,1,59,-59,false
R-1016,22,75,2.6,1,62,-58,false
R-1016,23,80,3.3,1,65,-57,false
R-1017,0,70,1.2,1,50,-60,false
R-1017,1,75,1.9,1,53,-59,false
R-1017,2,80,2.6,1,56,-58,false
R-1017,3,85,3.3,1,59,-57,false
R-1017,4,90,4.0,1,62,-60,false
R-1017,5,95,1.2,1,65,-59,false
R-1017,6,100,1.9,1,68,-58,false
R-1017,7,70,2.6,1,71,-57,false
R-1017,8,75,3.3,1,74,-60,false
R-1017,9,80,4.0,1,50,-59,false
R-1017,10,85,1.2,1,53,-58,false
R-1017,11,90,1.9,1,56,-57,false
R-1017,12,95,2.6,1,59,-60,false
R-1017,13,100,3.3,1,62,-59,false
R-1017,14,70,4.0,1,65,-58,false
R-1017,15,75,1.2,1,68,-57,false
R-1017,16,80,1.9,1,71,-60,false
R-1017,17,85,2.6,1,74,-59,false
R-1017,18,90,3.3,1,50,-58,false
R-1017,19,95,4.0,1,53,-57,false
R-1017,20,100,1.2,1,56,-60,false
R-1017,21,70,1.9,1,59,-59,false
R-1017,22,75,2.6,1,62,-58,false
R-1017,23,80,3.3,1,65,-57,false
R-1018,0,120,4.4,2,80,-70,false
R-1018,1,125,5.1,2,83,-69,false
R-1018,2,130,5.8,2,86,-68,false
R-1018,3,135,6.5,2,89,-67,false
R-1018,4,140,7.2,2,92,-70,false
R-1018,5,145,4.4,2,95,-69,false
R-1018,6,150,5.1,2,98,-68,false
R-1018,7,120,5.8,2,101,-67,false
R-1018,8,125,6.5,2,104,-70,false
R-1018,9,230,14.0,6,120,-81,true
R-1018,10,235,11.2,6,123,-80,true
R-1018,11,240,11.9,6,126,-79,true
R-1018,12,245,12.6,6,129,-82,true
R-1018,13,250,13.3,6,132,-81,true
R-1018,14,220,14.0,6,135,-80,true
R-1018,15,225,11.2,6,138,-79,true
R-1018,16,230,11.9,6,141,-82,true
R-1018,17,235,12.6,6,144,-81,true
R-1018,18,140,6.5,2,80,-68,false
R-1018,19,145,7.2,2,83,-67,false
R-1018,20,150,4.4,2,86,-70,false
R-1018,21,120,5.1,2,89,-69,false
R-1018,22,125,5.8,2,92,-68,false
R-1018,23,130,6.5,2,95,-67,false
R-1019,0,120,4.4,2,80,-70,false
R-1019,1,125,5.1,2,83,-69,false
R-1019,2,130,5.8,2,86,-68,false
R-1019,3,135,6.5,2,89,-67,false
R-1019,4,140,7.2,2,92,-70,false
R-1019,5,145,4.4,2,95,-69,false
R-1019,6,150,5.1,2,98,-68,false
R-1019,7,120,5.8,2,101,-67,false
R-1019,8,125,6.5,2,104,-70,false
R-1019,9,130,7.2,2,80,-69,false
R-1019,10,135,4.4,2,83,-68,false
R-1019,11,140,5.1,2,86,-67,false
R-1019,12,145,5.8,2,89,-70,false
R-1019,13,150,6.5,2,92,-69,false
R-1019,14,120,7.2,2,95,-68,false
R-1019,15,125,4.4,2,98,-67,false
R-1019,16,230,11.9,6,141,-82,true
R-1019,17,235,12.6,6,144,-81,true
R-1019,18,240,13.3,6,120,-80,true
R-1019,19,245,14.0,6,123,-79,true
R-1019,20,150,4.4,2,86,-70,false
R-1019,21,120,5.1,2,89,-69,false
R-1019,22,125,5.8,2,92,-68,false
R-1019,23,130,6.5,2,95,-67,false
R-1020,0,120,4.4,2,80,-70,false
R-1020,1,125,5.1,2,83,-69,false
R-1020,2,130,5.8,2,86,-68,false
R-1020,3,135,6.5,2,89,-67,false
R-1020,4,140,7.2,2,92,-70,false
R-1020,5,145,4.4,2,95,-69,false
R-1020,6,150,5.1,2,98,-68,false
R-1020,7,120,5.8,2,101,-67,false
R-1020,8,125,6.5,2,104,-70,false
R-1020,9,130,7.2,2,80,-69,false
R-1020,10,135,4.4,2,83,-68,false
R-1020,11,140,5.1,2,86,-67,false
R-1020,12,145,5.8,2,89,-70,false
R-1020,13,150,6.5,2,92,-69,false
R-1020,14,120,7.2,2,95,-68,false
R-1020,15,125,4.4,2,98,-67,false
R-1020,16,230,11.9,6,141,-82,true
R-1020,17,235,12.6,6,144,-81,true
R-1020,18,240,13.3,6,120,-80,true
R-1020,19,245,14.0,6,123,-79,true
R-1020,20,150,4.4,2,86,-70,false
R-1020,21,120,5.1,2,89,-69,false
R-1020,22,125,5.8,2,92,-68,false
R-1020,23,130,6.5,2,95,-67,false
R-1021,0,120,4.4,2,80,-70,false
R-1021,1,125,5.1,2,83,-69,false
R-1021,2,130,5.8,2,86,-68,false
R-1021,3,135,6.5,2,89,-67,false
R-1021,4,140,7.2,2,92,-70,false
R-1021,5,145,4.4,2,95,-69,false
R-1021,6,150,5.1,2,98,-68,false
R-1021,7,120,5.8,2,101,-67,false
R-1021,8,125,6.5,2,104,-70,false
R-1021,9,130,7.2,2,80,-69,false
R-1021,10,135,4.4,2,83,-68,false
R-1021,11,140,5.1,2,86,-67,false
R-1021,12,145,5.8,2,89,-70,false
R-1021,13,150,6.5,2,92,-69,false
R-1021,14,120,7.2,2,95,-68,false
R-1021,15,125,4.4,2,98,-67,false
R-1021,16,230,11.9,6,141,-82,true
R-1021,17,235,12.6,6,144,-81,true
R-1021,18,240,13.3,6,120,-80,true
R-1021,19,245,14.0,6,123,-79,true
R-1021,20,150,4.4,2,86,-70,false
R-1021,21,120,5.1,2,89,-69,false
R-1021,22,125,5.8,2,92,-68,false
R-1021,23,130,6.5,2,95,-67,false
R-1022,0,120,4.4,2,80,-70,false
R-1022,1,125,5.1,2,83,-69,false
R-1022,2,130,5.8,2,86,-68,false
R-1022,3,135,6.5,2,89,-67,false
R-1022,4,140,7.2,2,92,-70,false
R-1022,5,145,4.4,2,95,-69,false
R-1022,6,150,5.1,2,98,-68,false
R-1022,7,120,5.8,2,101,-67,false
R-1022,8,125,6.5,2,104,-70,false
R-1022,9,130,7.2,2,80,-69,false
R-1022,10,135,4.4,2,83,-68,false
R-1022,11,140,5.1,2,86,-67,false
R-1022,12,145,5.8,2,89,-70,false
R-1022,13,150,6.5,2,92,-69,false
R-1022,14,120,7.2,2,95,-68,false
R-1022,15,125,4.4,2,98,-67,false
R-1022,16,230,11.9,6,141,-82,true
R-1022,17,235,12.6,6,144,-81,true
R-1022,18,240,13.3,6,120,-80,true
R-1022,19,245,14.0,6,123,-79,true
R-1022,20,150,4.4,2,86,-70,false
R-1022,21,120,5.1,2,89,-69,false
R-1022,22,125,5.8,2,92,-68,false
R-1022,23,130,6.5,2,95,-67,false
R-1023,0,70,1.2,1,50,-60,false
R-1023,1,75,1.9,1,53,-59,false
R-1023,2,80,2.6,1,56,-58,false
R-1023,3,85,3.3,1,59,-57,false
R-1023,4,90,4.0,1,62,-60,false
R-1023,5,95,1.2,1,65,-59,false
R-1023,6,100,1.9,1,68,-58,false
R-1023,7,70,2.6,1,71,-57,false
R-1023,8,75,3.3,1,74,-60,false
R-1023,9,80,4.0,1,50,-59,false
R-1023,10,85,1.2,1,53,-58,false
R-1023,11,90,1.9,1,56,-57,false
R-1023,12,95,2.6,1,59,-60,false
R-1023,13,100,3.3,1,62,-59,false
R-1023,14,70,4.0,1,65,-58,false
R-1023,15,75,1.2,1,68,-57,false
R-1023,16,80,1.9,1,71,-60,false
R-1023,17,85,2.6,1,74,-59,false
R-1023,18,90,3.3,1,50,-58,false
R-1023,19,95,4.0,1,53,-57,false
R-1023,20,250,11.2,6,126,-82,true
R-1023,21,70,1.9,1,59,-59,false
R-1023,22,75,2.6,1,62,-58,false
R-1023,23,80,3.3,1,65,-57,false
R-1024,0,70,1.2,1,50,-60,false
R-1024,1,75,1.9,1,53,-59,false
R-1024,2,80,2.6,1,56,-58,false
R-1024,3,85,3.3,1,59,-57,false
R-1024,4,90,4.0,1,62,-60,false
R-1024,5,95,1.2,1,65,-59,false
R-1024,6,100,1.9,1,68,-58,false
R-1024,7,70,2.6,1,71,-57,false
R-1024,8,75,3.3,1,74,-60,false
R-1024,9,80,4.0,1,50,-59,false
R-1024,10,85,1.2,1,53,-58,false
R-1024,11,90,1.9,1,56,-57,false
R-1024,12,95,2.6,1,59,-60,false
R-1024,13,100,3.3,1,62,-59,false
R-1024,14,70,4.0,1,65,-58,false
R-1024,15,75,1.2,1,68,-57,false
R-1024,16,80,1.9,1,71,-60,false
R-1024,17,85,2.6,1,74,-59,false
R-1024,18,90,3.3,1,50,-58,false
R-1024,19,95,4.0,1,53,-57,false
R-1024,20,100,1.2,1,56,-60,false
R-1024,21,70,1.9,1,59,-59,false
R-1024,22,75,2.6,1,62,-58,false
R-1024,23,80,3.3,1,65,-57,false
R-1025,0,70,1.2,1,50,-60,false
R-1025,1,75,1.9,1,53,-59,false
R-1025,2,80,2.6,1,56,-58,false
R-1025,3,85,3.3,1,59,-57,false
R-1025,4,90,4.0,1,62,-60,false
R-1025,5,95,1.2,1,65,-59,false
R-1025,6,100,1.9,1,68,-58,false
R-1025,7,70,2.6,1,71,-57,false
R-1025,8,75,3.3,1,74,-60,false
R-1025,9,80,4.0,1,50,-59,false
R-1025,10,85,1.2,1,53,-58,false
R-1025,11,90,1.9,1,56,-57,false
R-1025,12,95,2.6,1,59,-60,false
R-1025,13,100,3.3,1,62,-59,false
R-1025,14,70,4.0,1,65,-58,false
R-1025,15,75,1.2,1,68,-57,false
R-1025,16,80,1.9,1,71,-60,false
R-1025,17,85,2.6,1,74,-59,false
R-1025,18,90,3.3,1,50,-58,false
R-1025,19,95,4.0,1,53,-57,false
R-1025,20,100,1.2,1,56,-60,false
R-1025,21,70,1.9,1,59,-59,false
R-1025,22,75,2.6,1,62,-58,false
R-1025,23,80,3.3,1,65,-57,false
R-1026,0,120,4.4,2,80,-70,false
R-1026,1,125,5.1,2,83,-69,false
R-1026,2,130,5.8,2,86,-68,false
R-1026,3,135,6.5,2,89,-67,false
R-1026,4,140,7.2,2,92,-70,false
R-1026,5,145,4.4,2,95,-69,false
R-1026,6,150,5.1,2,98,-68,false
R-1026,7,120,5.8,2,101,-67,false
R-1026,8,125,6.5,2,104,-70,false
R-1026,9,230,14.0,6,120,-81,true
R-1026,10,235,11.2,6,123,-80,true
R-1026,11,240,11.9,6,126,-79,true
R-1026,12,245,12.6,6,129,-82,true
R-1026,13,250,13.3,6,132,-81,true
R-1026,14,220,14.0,6,135,-80,true
R-1026,15,225,11.2,6,138,-79,true
R-1026,16,230,11.9,6,141,-82,true
R-1026,17,235,12.6,6,144,-81,true
R-1026,18,140,6.5,2,80,-68,false
R-1026,19,145,7.2,2,83,-67,false
R-1026,20,150,4.4,2,86,-70,false
R-1026,21,120,5.1,2,89,-69,false
R-1026,22,125,5.8,2,92,-68,false
R-1026,23,130,6.5,2,95,-67,false
R-1027,0,120,4.4,2,80,-70,false
R-1027,1,125,5.1,2,83,-69,false
R-1027,2,130,5.8,2,86,-68,false
R-1027,3,135,6.5,2,89,-67,false
R-1027,4,140,7.2,2,92,-70,false
R-1027,5,145,4.4,2,95,-69,false
R-1027,6,150,5.1,2,98,-68,false
R-1027,7,120,5.8,2,101,-67,false
